performance_id,date_id,employee_id,store_id,department_id,sales_amount,transactions_processed,items_scanned,avg_scan_time,customers_served,hours_worked,overtime_hours,absences,tardiness,customer_satisfaction_score
1476,298,23,23,1,6087.66,37,192,3.72,37,8.0,0.0,0,0,
1477,276,23,23,1,633.4,1,2,4.44,1,8.0,0.0,0,0,
1478,284,23,23,1,8192.4,34,73,3.02,34,8.0,1.6,0,0,
1479,286,23,23,1,9094.69,10,136,3.13,10,8.0,1.0,0,0,
1480,301,23,23,1,16054.54,33,24,3.93,33,8.0,0.0,0,0,
1481,352,23,23,1,7037.98,23,147,4.0,23,8.0,0.0,0,1,
1482,346,23,23,1,18063.99,17,33,1.8,17,8.0,1.6,0,0,
1483,299,23,23,1,66.22,1,3,4.99,1,8.0,0.0,0,0,
1484,315,23,23,1,10084.69,47,100,3.11,47,8.0,1.7,0,0,
1485,345,23,23,1,15073.6,23,50,2.24,23,8.0,0.0,0,0,
1486,307,23,23,1,9441.25,39,185,2.04,39,8.0,0.0,0,0,
1487,332,23,23,1,19424.48,29,136,4.18,29,8.0,0.0,0,0,
1488,321,23,23,1,15968.05,31,36,2.29,31,8.0,0.0,0,0,
1489,341,23,23,1,12954.43,39,34,3.1,39,8.0,0.0,1,0,
1490,289,23,23,1,17795.51,40,158,2.43,40,8.0,0.0,0,1,
1491,316,23,23,1,15980.09,28,164,4.0,28,8.0,0.0,0,0,
1492,292,23,23,1,7360.03,7,81,4.01,7,8.0,0.4,0,0,
1493,277,23,23,1,5080.8,25,38,3.07,25,8.0,0.0,0,0,
1494,302,23,23,1,16638.91,47,167,3.6,47,8.0,0.0,0,0,
1495,303,23,23,1,4455.639999999999,2,11,4.37,2,8.0,0.0,1,0,
1496,293,23,23,1,13505.7,45,153,3.74,45,8.0,0.0,0,0,
1497,320,23,23,1,5949.45,16,129,3.66,16,8.0,0.0,0,0,
1498,361,23,23,1,5687.42,42,191,3.54,42,8.0,0.0,0,0,
1499,290,23,23,1,15579.42,33,21,2.53,33,8.0,0.9,0,0,
1500,357,23,23,1,5703.7,10,69,4.66,10,8.0,0.0,0,0,
1501,358,73,2,10,992.69,10,36,2.9,10,5.4,0.0,0,0,
1502,331,73,2,10,736.95,13,15,1.53,13,5.4,0.0,0,0,
1503,348,73,2,10,306.41,2,3,3.1,2,6.3,1.2,0,0,
1504,338,73,2,10,67.91,3,8,1.7,3,4.4,0.0,0,0,
1505,363,73,2,10,753.8,20,40,3.15,20,4.9,0.0,1,0,
1506,276,73,2,10,795.7400000000002,1,10,3.2,1,4.6,0.0,0,0,
1507,296,73,2,10,752.02,1,20,3.9,1,4.4,0.0,0,0,
1508,362,73,2,10,53.71,1,3,2.46,1,6.1,0.0,0,0,
1509,285,73,2,10,43.77,17,16,4.78,17,4.6,0.2,0,0,
1510,322,73,2,10,78.92,1,4,1.54,1,4.4,0.0,0,0,
1511,309,73,2,10,740.38,19,39,4.8,19,4.5,0.0,0,0,
1512,302,73,2,10,1568.03,1,8,4.61,1,4.6,0.0,0,0,
1513,314,73,2,10,669.99,8,27,2.85,8,5.4,1.3,0,0,
1514,293,73,2,10,671.79,6,10,3.3,6,4.4,0.0,0,0,
1515,292,73,2,10,621.17,3,18,4.42,3,7.0,1.9,0,0,
1516,305,73,2,10,144.78,19,19,1.92,19,5.0,0.2,0,0,
1517,303,73,2,10,97.67,15,12,4.69,15,6.7,0.0,0,0,
1518,282,73,2,10,995.17,13,7,4.01,13,6.0,1.1,0,1,
1519,323,73,2,10,234.92,16,45,2.67,16,6.8,0.0,0,0,
1520,283,73,2,10,522.81,10,25,2.81,10,4.4,0.0,0,0,
1521,365,73,2,10,1210.52,1,8,2.87,1,5.3,1.8,0,0,
1522,304,73,2,10,688.67,20,43,2.33,20,4.4,1.5,0,0,
1523,339,73,2,10,1475.2899999999997,1,9,1.54,1,5.2,0.0,0,0,
1524,359,73,2,10,537.67,11,37,4.7,11,5.8,0.0,0,0,
1525,280,73,2,10,733.54,20,44,2.51,20,5.4,0.0,0,0,
1526,295,73,2,10,3913.12,2,11,3.26,2,6.4,0.0,0,0,
1527,297,73,2,10,159.52,18,0,0.0,18,5.2,0.0,0,0,
1528,307,73,2,10,432.77,8,18,3.99,8,6.3,0.0,0,0,
1529,281,73,2,10,716.18,9,44,1.71,9,6.9,0.0,0,0,
1530,334,73,2,10,413.6,11,36,4.45,11,4.6,0.9,0,0,
1531,345,183,46,4,8193.9,42,88,2.05,42,5.0,0.0,0,0,
1532,292,183,46,4,19331.28,7,133,4.82,7,5.6,0.0,0,0,
1533,326,183,46,4,1614.98,1,9,4.37,1,5.6,0.0,0,1,
1534,284,183,46,4,17478.85,25,153,3.24,25,5.6,0.0,0,0,
1535,276,183,46,4,5361.97,29,99,4.63,29,6.0,0.0,0,0,
1536,306,183,46,4,17030.71,14,158,1.57,14,4.9,0.0,0,0,
1537,363,183,46,4,17887.33,19,123,3.65,19,6.9,0.0,0,1,
1538,320,183,46,4,12567.58,18,50,1.54,18,5.8,0.0,0,0,
1539,335,183,46,4,13480.77,24,117,4.55,24,4.3,1.4,0,0,
1540,342,183,46,4,17074.17,46,112,3.76,46,5.7,0.0,0,0,
1541,302,183,46,4,16528.57,43,43,2.09,43,4.3,0.0,0,0,
1542,352,183,46,4,13107.36,26,135,2.44,26,5.9,0.0,0,0,
1543,312,183,46,4,9333.94,37,200,2.95,37,6.4,0.5,0,0,
1544,278,183,46,4,9149.97,40,152,1.87,40,5.4,0.0,0,0,
1545,336,183,46,4,10843.04,24,60,3.71,24,4.1,0.0,0,0,
1546,318,183,46,4,6718.58,38,96,4.63,38,5.0,0.4,0,0,
1547,322,183,46,4,18957.9,42,99,3.91,42,4.7,0.0,0,0,
1548,334,183,46,4,5947.59,41,76,4.24,41,4.4,1.5,0,0,
1549,359,183,46,4,9578.39,44,53,4.4,44,5.5,0.0,0,0,
1550,295,183,46,4,264.11,1,3,2.05,1,5.1,0.0,0,0,
1551,316,183,46,4,9790.91,23,166,2.34,23,5.6,0.0,0,0,
1552,297,183,46,4,171.76,1,1,3.49,1,6.2,0.0,0,1,
1553,300,183,46,4,859.95,1,5,1.93,1,4.3,0.0,0,0,
1554,307,183,46,4,16676.26,41,39,3.54,41,5.3,0.0,0,0,
1555,296,183,46,4,19437.38,29,77,4.32,29,6.8,0.0,0,0,
1556,315,183,46,4,6995.84,5,161,2.22,5,5.5,0.0,0,0,
1557,319,183,46,4,1445.8000000000002,2,12,3.96,2,6.1,0.0,1,0,
1558,287,183,46,4,11870.66,45,48,2.56,45,5.5,0.5,0,0,
1559,340,183,46,4,18492.62,13,85,4.77,13,7.0,0.0,0,0,
1560,364,183,46,4,931.06,1,8,4.57,1,4.9,1.9,0,0,
1561,304,132,43,3,12665.12,30,128,3.43,30,4.8,0.0,0,0,
1562,312,132,43,3,14459.71,12,74,3.96,12,6.5,0.0,0,0,
1563,281,132,43,3,10702.78,16,164,3.83,16,5.1,0.0,0,0,
1564,332,132,43,3,651.92,1,2,2.82,1,4.7,0.0,0,0,
1565,297,132,43,3,8005.86,32,90,3.88,32,5.3,0.0,0,0,
1566,329,132,43,3,7710.57,47,167,4.93,47,6.1,0.0,0,0,
1567,317,132,43,3,3100.32,1,8,2.89,1,5.1,0.0,0,0,
1568,339,132,43,3,11693.89,37,161,1.53,37,6.0,0.0,0,0,
1569,348,132,43,3,17817.88,7,115,3.59,7,6.1,0.0,0,0,
1570,290,132,43,3,12963.35,9,122,2.52,9,4.2,0.0,0,0,
1571,359,132,43,3,5974.65,15,61,2.59,15,4.5,0.6,0,0,
1572,360,132,43,3,1756.4900000000002,2,9,1.84,2,6.3,0.0,0,0,
1573,309,132,43,3,708.4899999999999,1,7,1.84,1,4.3,0.0,0,0,
1574,291,132,43,3,73.84,1,4,2.2,1,4.3,0.0,0,0,
1575,296,132,43,3,7512.17,21,107,1.85,21,6.0,0.8,0,0,
1576,292,132,43,3,159.09,1,2,1.66,1,5.8,0.0,0,0,
1577,325,132,43,3,16862.31,42,99,4.35,42,6.9,0.0,0,0,
1578,361,132,43,3,17092.61,23,59,4.79,23,6.8,0.0,0,0,
1579,314,132,43,3,10862.22,20,66,3.65,20,6.6,1.3,0,0,
1580,308,132,43,3,8533.88,36,132,1.52,36,6.2,0.0,0,1,
1581,354,132,43,3,18873.24,28,41,4.95,28,4.1,0.0,0,0,
1582,305,132,43,3,1834.12,1,4,3.78,1,5.8,0.0,0,0,
1583,363,132,43,3,19860.51,12,108,4.1,12,6.2,0.0,0,0,
1584,324,132,43,3,6424.06,36,111,2.57,36,4.7,0.0,0,0,
1585,327,132,43,3,7363.48,24,107,3.54,24,4.9,1.9,0,0,
1586,331,132,43,3,16662.47,43,149,3.5,43,5.2,0.0,0,0,
1587,295,132,43,3,8797.22,29,153,1.62,29,6.1,0.0,0,0,
1588,311,132,43,3,15564.77,50,120,2.61,50,6.2,0.0,0,1,
1589,310,132,43,3,12072.55,34,175,2.94,34,5.0,2.0,0,0,
1590,337,132,43,3,16065.38,33,166,2.66,33,5.2,0.0,0,0,
1591,294,411,4,7,313.48,14,44,2.17,14,8.0,0.0,0,0,
1592,335,411,4,7,745.02,0,8,2.24,0,8.0,0.0,0,0,
1593,363,411,4,7,184.98,1,3,2.22,1,8.0,0.0,0,0,
1594,347,411,4,7,379.9,8,22,4.23,8,8.0,0.0,0,0,
1595,330,411,4,7,423.7,4,31,1.73,4,8.0,0.0,0,1,
1596,281,411,4,7,149.81000000000003,1,7,3.98,1,8.0,0.0,0,0,
1597,316,411,4,7,423.25,1,5,4.49,1,8.0,0.0,0,0,
1598,348,411,4,7,2604.54,1,6,4.0,1,8.0,0.0,0,0,
1599,362,411,4,7,506.53,19,37,3.18,19,8.0,1.7,0,0,
1600,311,411,4,7,407.0,8,28,1.56,8,8.0,0.0,0,1,
1601,320,411,4,7,604.22,7,2,2.61,7,8.0,1.5,0,0,
1602,346,411,4,7,991.27,0,2,2.66,0,8.0,0.0,0,0,
1603,285,411,4,7,961.92,1,3,2.9,1,8.0,0.4,0,0,
1604,343,411,4,7,480.97,1,29,3.22,1,8.0,1.6,0,1,
1605,329,411,4,7,111.6,14,17,2.73,14,8.0,0.0,0,1,
1606,300,411,4,7,378.23,1,6,3.48,1,8.0,0.0,0,1,
1607,284,411,4,7,97.08,1,1,1.7,1,8.0,0.0,0,0,
1608,360,411,4,7,483.26,1,30,1.61,1,8.0,0.0,0,0,
1609,317,411,4,7,675.04,17,31,2.07,17,8.0,0.0,0,0,
1610,345,411,4,7,63.02,19,7,1.76,19,8.0,0.0,0,0,
1611,354,411,4,7,705.8,15,33,4.3,15,8.0,0.0,0,0,
1612,351,411,4,7,25.8,4,32,1.92,4,8.0,1.7,0,0,
1613,299,411,4,7,322.45,14,33,2.68,14,8.0,0.0,0,0,
1614,349,411,4,7,106.1,10,27,1.8,10,8.0,0.0,0,0,
1615,324,411,4,7,739.43,12,27,2.04,12,8.0,1.9,0,0,
1616,325,411,4,7,1383.24,1,3,3.6,1,8.0,0.0,0,0,
1617,312,411,4,7,656.69,14,40,2.05,14,8.0,0.0,0,0,
1618,302,411,4,7,188.42,11,27,4.02,11,8.0,0.4,0,0,
1619,356,411,4,7,334.0,18,25,4.18,18,8.0,0.0,0,0,
1620,323,411,4,7,921.56,12,10,4.59,12,8.0,0.2,0,0,
1621,305,194,50,3,1213.88,1,4,4.81,1,4.9,0.0,0,0,
1622,363,194,50,3,386.27,7,50,4.5,7,6.2,0.0,1,0,
1623,323,194,50,3,88.77,19,45,1.77,19,6.3,0.0,0,0,
1624,362,194,50,3,631.83,2,5,3.69,2,4.1,0.0,0,0,
1625,317,194,50,3,157.89,0,2,4.01,0,5.3,0.0,0,0,
1626,309,194,50,3,567.54,1,9,4.05,1,5.3,0.0,0,0,
1627,345,194,50,3,153.2,10,32,4.2,10,6.8,0.0,0,0,
1628,364,194,50,3,477.0,5,39,3.08,5,5.1,0.0,0,0,
1629,344,194,50,3,15.52,3,10,2.1,3,6.5,0.5,0,0,
1630,320,194,50,3,537.53,5,35,2.37,5,6.8,0.0,0,0,
1631,287,194,50,3,412.1,18,17,2.96,18,5.2,0.0,0,0,
1632,356,194,50,3,696.48,14,34,4.1,14,4.9,0.0,0,0,
1633,324,194,50,3,132.59,18,20,3.25,18,5.3,0.0,0,0,
1634,353,194,50,3,58.78,1,2,2.56,1,6.5,0.0,0,0,
1635,298,194,50,3,83.94,14,42,3.2,14,4.9,0.0,0,0,
1636,350,194,50,3,82.41,9,45,2.27,9,5.8,1.2,0,1,
1637,354,194,50,3,445.26,8,10,3.77,8,6.4,0.4,0,0,
1638,303,194,50,3,317.54,1,1,3.35,1,5.3,0.0,0,0,
1639,282,194,50,3,462.1,0,21,4.64,0,5.7,0.0,0,0,
1640,346,194,50,3,3594.75,1,10,3.85,1,4.9,0.0,0,0,
1641,361,194,50,3,939.34,20,30,3.99,20,5.1,0.0,0,0,
1642,289,194,50,3,787.12,7,20,3.87,7,6.6,0.0,0,0,
1643,348,194,50,3,822.78,2,8,3.71,2,4.3,0.0,0,0,
1644,313,194,50,3,981.73,2,11,2.37,2,4.0,0.0,0,0,
1645,278,194,50,3,311.13,12,25,4.95,12,4.5,0.0,0,0,
1646,283,194,50,3,134.19,7,16,4.33,7,4.8,0.0,0,0,
1647,284,194,50,3,133.47,18,17,1.75,18,5.7,0.0,0,0,
1648,327,194,50,3,601.56,17,11,2.26,17,6.8,0.0,0,0,
1649,308,194,50,3,706.96,4,8,3.02,4,6.4,0.0,0,0,
1650,294,194,50,3,480.62,18,35,1.8,18,4.6,0.0,0,0,
1651,317,56,6,3,4803.6,172,282,2.16,172,5.0,0.0,0,0,4.1
1652,334,56,6,3,3430.46,193,311,4.46,193,4.2,0.0,0,0,4.7
1653,277,56,6,3,1637.3899999999999,3,13,2.51,3,6.6,0.0,0,1,3.7
1654,286,56,6,3,87.24,1,2,4.3,1,4.3,0.1,0,0,3.3
1655,299,56,6,3,372.06000000000006,1,9,2.18,1,4.6,0.0,0,0,4.6
1656,289,56,6,3,1931.87,184,182,2.6,184,5.2,0.1,0,0,4.2
1657,294,56,6,3,8.649999999999999,1,6,2.08,1,6.4,0.0,0,0,4.5
1658,323,56,6,3,1543.21,162,235,2.93,162,5.9,0.0,0,1,4.4
1659,288,56,6,3,2507.27,187,95,4.3,187,6.7,0.0,0,0,4.8
1660,325,56,6,3,2953.3999999999996,1,10,2.53,1,4.9,0.0,0,0,4.7
1661,360,56,6,3,146.52,1,1,4.21,1,6.1,0.7,0,0,3.7
1662,349,56,6,3,4273.58,162,244,2.1,162,6.3,0.0,0,0,3.1
1663,356,56,6,3,1704.81,114,280,2.42,114,4.5,0.0,0,0,4.5
1664,333,56,6,3,4858.35,199,393,2.09,199,6.8,0.0,0,0,3.4
1665,352,56,6,3,4887.25,80,295,4.68,80,5.5,0.0,0,0,4.3
1666,326,56,6,3,530.89,1,2,3.07,1,5.5,0.0,0,0,3.5
1667,365,56,6,3,4945.72,150,369,1.53,150,4.6,0.0,1,0,3.6
1668,322,56,6,3,945.0,1,10,4.19,1,5.7,1.0,0,0,3.8
1669,324,56,6,3,4192.46,164,384,1.93,164,4.3,0.0,0,0,4.5
1670,358,56,6,3,2331.28,22,236,2.87,22,6.9,0.0,0,0,4.9
1671,355,56,6,3,3448.61,103,392,4.71,103,6.8,0.0,0,0,3.0
1672,319,56,6,3,2012.91,174,184,4.97,174,6.9,0.0,0,0,3.5
1673,331,56,6,3,1096.8,1,4,4.38,1,6.0,0.0,0,0,3.8
1674,329,56,6,3,3311.59,41,70,2.45,41,6.3,0.0,0,1,4.8
1675,283,56,6,3,1915.53,168,109,3.53,168,4.3,0.0,0,0,3.6
1676,353,56,6,3,1123.1999999999998,1,3,2.79,1,5.3,0.0,0,0,4.2
1677,312,56,6,3,4398.9,98,219,3.03,98,4.9,0.0,0,0,3.6
1678,305,56,6,3,358.56,1,3,2.33,1,5.9,0.0,0,0,3.4
1679,296,56,6,3,1930.1,162,359,2.72,162,5.3,0.0,0,0,4.1
1680,321,56,6,3,215.67000000000002,1,2,1.93,1,5.0,0.0,0,0,3.3
1681,334,149,44,8,3789.05,186,309,2.46,186,4.3,0.5,0,0,4.1
1682,305,149,44,8,1826.71,124,422,4.34,124,4.3,0.0,0,0,3.4
1683,294,149,44,8,296.19,1,2,2.51,1,5.3,0.0,0,0,3.7
1684,308,149,44,8,3524.57,50,134,4.71,50,6.6,0.0,1,0,3.3
1685,309,149,44,8,1843.6799999999998,1,6,2.76,1,4.3,0.0,0,0,4.1
1686,285,149,44,8,2382.27,73,202,4.87,73,5.2,0.0,0,0,3.2
1687,357,149,44,8,1361.1,158,465,1.97,158,6.4,0.0,1,0,3.9
1688,325,149,44,8,713.52,52,371,2.82,52,6.2,0.9,0,0,3.0
1689,354,149,44,8,2409.98,38,201,1.67,38,5.6,0.0,0,0,3.7
1690,358,149,44,8,2585.57,193,219,3.04,193,4.6,0.0,0,0,3.9
1691,284,149,44,8,3678.8,111,268,4.67,111,6.9,0.0,0,0,4.5
1692,322,149,44,8,2538.67,51,303,2.14,51,4.3,0.0,0,0,3.5
1693,301,149,44,8,4502.7,49,378,4.04,49,6.6,0.0,0,1,3.9
1694,290,149,44,8,1443.04,111,430,4.17,111,6.9,0.0,0,0,4.3
1695,341,149,44,8,746.97,40,415,3.62,40,6.2,0.0,0,0,3.1
1696,278,149,44,8,4280.78,78,329,4.6,78,4.7,0.0,0,0,4.7
1697,362,149,44,8,4764.2,198,256,4.56,198,6.8,0.0,0,0,3.3
1698,316,149,44,8,1157.63,154,374,3.65,154,6.9,0.0,0,0,3.2
1699,331,149,44,8,72.48,1,4,4.28,1,6.8,0.0,0,0,4.9
1700,293,149,44,8,924.66,194,316,2.47,194,6.3,0.0,0,0,3.1
1701,353,149,44,8,125.74000000000001,1,1,3.72,1,6.9,0.0,0,0,4.1
1702,343,149,44,8,4232.85,106,158,4.36,106,6.7,0.0,0,0,4.2
1703,298,149,44,8,4343.04,34,111,2.47,34,5.5,0.0,0,0,4.3
1704,347,149,44,8,1819.78,59,241,3.13,59,4.2,0.0,0,0,3.9
1705,346,149,44,8,1035.03,68,51,3.77,68,4.5,0.0,0,0,4.6
1706,286,149,44,8,3291.1200000000003,2,14,3.76,2,4.5,0.0,0,0,4.0
1707,279,149,44,8,967.28,1,8,3.68,1,4.2,0.0,0,1,3.6
1708,361,149,44,8,628.3499999999999,1,3,3.96,1,5.4,0.0,0,0,3.3
1709,359,149,44,8,3988.57,198,78,2.07,198,4.2,0.0,0,0,4.1
1710,312,149,44,8,3876.88,85,326,4.8,85,6.1,0.0,0,0,4.6
1711,325,19,19,1,19121.51,27,73,3.41,27,8.0,1.2,0,0,
1712,297,19,19,1,11151.33,6,184,4.43,6,8.0,0.0,0,0,
1713,365,19,19,1,17588.14,7,99,4.51,7,8.0,0.0,0,0,
1714,321,19,19,1,5757.21,47,122,4.94,47,8.0,1.4,0,0,
1715,347,19,19,1,7245.89,38,156,4.56,38,8.0,0.0,0,0,
1716,289,19,19,1,7533.63,27,188,1.56,27,8.0,0.0,0,0,
1717,360,19,19,1,12020.87,34,177,4.04,34,8.0,0.0,0,1,
1718,306,19,19,1,5786.93,45,146,3.85,45,8.0,0.0,0,0,
1719,358,19,19,1,5227.87,32,29,2.78,32,8.0,0.0,0,0,
1720,302,19,19,1,1308.6,1,6,2.2,1,8.0,0.0,0,0,
1721,292,19,19,1,18631.52,20,122,3.32,20,8.0,0.0,0,1,
1722,364,19,19,1,7852.62,39,170,3.15,39,8.0,0.0,0,0,
1723,353,19,19,1,6670.44,47,168,3.92,47,8.0,0.0,0,0,
1724,284,19,19,1,10898.04,25,21,1.93,25,8.0,1.1,0,1,
1725,348,19,19,1,5757.39,37,153,4.09,37,8.0,0.0,0,0,
1726,329,19,19,1,18062.69,6,53,3.02,6,8.0,0.0,0,0,
1727,285,19,19,1,7136.38,6,138,1.88,6,8.0,0.0,0,0,
1728,324,19,19,1,8559.47,38,49,2.48,38,8.0,0.0,0,0,
1729,301,19,19,1,663.1000000000001,1,9,4.05,1,8.0,0.0,1,0,
1730,345,19,19,1,6264.14,36,131,2.33,36,8.0,0.8,0,0,
1731,307,19,19,1,6065.86,15,195,4.9,15,8.0,0.0,0,0,
1732,318,19,19,1,5797.95,13,113,2.05,13,8.0,0.0,0,0,
1733,352,19,19,1,16352.77,9,101,4.64,9,8.0,0.0,0,0,
1734,315,19,19,1,530.5300000000001,1,7,1.83,1,8.0,0.0,0,0,
1735,351,19,19,1,18425.23,31,192,3.7,31,8.0,0.7,0,0,
1736,295,19,19,1,10698.58,49,99,2.07,49,8.0,0.0,0,0,
1737,280,19,19,1,8531.65,37,81,4.07,37,8.0,0.0,0,0,
1738,326,19,19,1,13239.77,47,169,3.32,47,8.0,0.6,0,0,
1739,338,19,19,1,779.8,1,2,2.3,1,8.0,0.0,0,0,
1740,277,19,19,1,15562.21,26,105,1.73,26,8.0,0.0,0,0,
1741,277,205,34,8,1101.5,150,225,3.18,150,6.1,0.0,0,0,4.3
1742,330,205,34,8,631.73,176,373,3.83,176,7.0,0.0,0,0,4.5
1743,360,205,34,8,1917.47,137,483,4.76,137,6.5,0.0,0,0,3.9
1744,309,205,34,8,3220.52,109,347,3.23,109,4.7,1.0,0,0,3.2
1745,313,205,34,8,3154.14,92,472,4.52,92,5.1,0.0,0,0,4.9
1746,288,205,34,8,4838.53,42,458,3.43,42,5.4,0.0,0,0,3.7
1747,281,205,34,8,802.64,1,4,3.76,1,4.9,0.5,0,0,4.4
1748,303,205,34,8,2775.19,33,287,1.83,33,6.8,0.0,1,0,4.3
1749,365,205,34,8,2149.62,115,487,1.74,115,4.5,1.7,0,0,3.5
1750,319,205,34,8,1838.47,58,297,4.01,58,5.0,0.0,0,0,3.5
1751,325,205,34,8,22.98,1,2,3.66,1,5.6,0.0,0,0,4.9
1752,297,205,34,8,823.17,147,426,2.69,147,5.9,1.7,0,0,4.1
1753,332,205,34,8,697.81,55,271,1.57,55,4.3,0.0,0,0,3.9
1754,312,205,34,8,2294.07,27,299,3.18,27,5.5,0.5,0,0,4.8
1755,308,205,34,8,3463.47,172,368,4.12,172,5.7,0.0,0,0,3.8
1756,316,205,34,8,526.82,75,145,2.51,75,6.6,0.0,0,0,3.1
1757,302,205,34,8,2230.19,189,103,4.66,189,4.9,0.0,0,0,4.1
1758,296,205,34,8,2503.44,172,135,3.49,172,4.1,1.0,0,0,3.3
1759,299,205,34,8,4898.04,141,84,1.69,141,4.7,0.0,0,0,3.4
1760,342,205,34,8,2139.97,187,73,1.63,187,6.1,0.0,0,1,4.0
1761,287,205,34,8,3862.31,141,125,3.46,141,4.7,0.0,0,0,4.9
1762,318,205,34,8,4174.21,40,318,2.3,40,4.1,0.0,0,0,4.3
1763,293,205,34,8,4967.01,58,421,4.96,58,6.4,0.0,0,0,3.8
1764,347,205,34,8,4373.82,31,158,1.82,31,5.7,0.0,0,0,3.1
1765,354,205,34,8,2311.73,57,156,2.59,57,4.4,0.0,0,0,3.0
1766,286,205,34,8,624.4399999999999,1,3,3.15,1,6.5,0.0,0,0,4.3
1767,328,205,34,8,3262.85,46,488,1.98,46,4.5,0.0,0,0,4.0
1768,361,205,34,8,4626.8,170,369,2.79,170,6.6,0.1,0,0,4.8
1769,289,205,34,8,1646.3700000000001,1,9,3.47,1,5.8,0.0,0,0,3.0
1770,320,205,34,8,3817.02,166,461,3.19,166,6.9,0.0,0,1,3.0
1771,305,79,41,6,2166.97,198,103,3.4,198,8.0,0.0,0,0,4.1
1772,347,79,41,6,813.81,112,275,3.04,112,8.0,0.0,0,0,3.3
1773,323,79,41,6,799.3,1,2,3.25,1,8.0,0.0,0,0,4.5
1774,330,79,41,6,3486.87,186,286,2.14,186,8.0,1.8,1,1,3.3
1775,283,79,41,6,3864.35,81,339,1.68,81,8.0,0.0,0,0,3.6
1776,337,79,41,6,3078.28,35,112,2.63,35,8.0,0.0,0,0,4.3
1777,288,79,41,6,3786.57,89,424,3.63,89,8.0,0.0,0,0,4.9
1778,286,79,41,6,1345.66,94,392,2.51,94,8.0,0.0,1,0,4.3
1779,331,79,41,6,1186.33,75,150,2.13,75,8.0,0.0,0,0,4.9
1780,343,79,41,6,2354.54,174,117,2.88,174,8.0,0.0,0,0,4.4
1781,365,79,41,6,2533.09,1,7,4.51,1,8.0,0.0,1,0,4.8
1782,341,79,41,6,3751.92,36,480,2.75,36,8.0,0.0,0,0,3.3
1783,285,79,41,6,912.9399999999998,1,10,1.55,1,8.0,0.0,0,0,4.8
1784,297,79,41,6,671.5800000000002,1,3,4.32,1,8.0,0.0,0,0,4.4
1785,318,79,41,6,4049.35,174,353,4.02,174,8.0,0.0,0,0,4.5
1786,329,79,41,6,4946.9,92,81,2.93,92,8.0,0.0,0,0,5.0
1787,312,79,41,6,2929.37,89,302,4.64,89,8.0,0.0,0,0,4.8
1788,327,79,41,6,1605.88,56,231,1.74,56,8.0,0.0,0,0,4.4
1789,282,79,41,6,356.1,1,6,4.82,1,8.0,0.0,0,0,3.4
1790,307,79,41,6,1727.11,1,7,2.31,1,8.0,0.0,0,1,4.2
1791,295,79,41,6,2484.75,62,312,3.69,62,8.0,0.0,0,0,4.8
1792,315,79,41,6,2943.05,141,415,4.93,141,8.0,0.0,0,0,3.6
1793,281,79,41,6,982.84,30,175,4.96,30,8.0,0.0,0,0,3.4
1794,284,79,41,6,3500.67,103,314,2.37,103,8.0,1.0,0,0,4.8
1795,354,79,41,6,4229.03,98,320,2.84,98,8.0,0.0,0,0,3.5
1796,340,79,41,6,4832.55,28,235,2.6,28,8.0,0.0,0,0,4.4
1797,316,79,41,6,2414.73,102,374,3.13,102,8.0,0.0,0,0,4.5
1798,278,79,41,6,4771.56,31,419,2.3,31,8.0,0.0,0,0,4.5
1799,335,79,41,6,2538.16,99,300,4.31,99,8.0,0.0,0,0,3.4
1800,360,79,41,6,3806.06,95,367,3.74,95,8.0,0.0,0,0,3.8
1801,315,495,44,10,123.16,1,1,2.98,1,5.1,0.5,0,0,
1802,292,495,44,10,84.99,19,2,3.57,19,4.7,0.0,0,0,
1803,312,495,44,10,231.76,5,31,3.5,5,5.6,1.1,0,0,
1804,328,495,44,10,165.51,15,13,4.01,15,6.3,0.0,0,0,
1805,299,495,44,10,832.53,20,41,2.29,20,4.7,0.0,0,0,
1806,337,495,44,10,142.67,15,35,2.72,15,6.7,0.0,0,0,
1807,295,495,44,10,205.38,6,35,3.71,6,5.8,0.0,0,0,
1808,307,495,44,10,41.39,4,22,3.19,4,5.9,0.2,0,0,
1809,310,495,44,10,440.76,5,20,3.48,5,4.1,0.0,0,0,
1810,289,495,44,10,735.81,10,25,4.61,10,7.0,0.0,0,0,
1811,280,495,44,10,579.76,17,46,4.54,17,6.8,0.0,0,0,
1812,345,495,44,10,472.47,20,13,4.54,20,4.0,0.0,0,0,
1813,282,495,44,10,736.26,16,8,3.11,16,6.0,0.0,0,0,
1814,364,495,44,10,446.26,1,29,2.17,1,4.1,0.0,0,0,
1815,355,495,44,10,874.1,10,13,2.44,10,5.3,0.4,0,0,
1816,358,495,44,10,39.09,18,40,2.15,18,6.6,1.4,0,0,
1817,293,495,44,10,181.47,17,11,2.94,17,5.3,0.0,0,1,
1818,361,495,44,10,158.33999999999997,1,1,4.07,1,6.2,0.0,0,0,
1819,339,495,44,10,753.78,7,1,3.34,7,5.0,0.0,0,0,
1820,291,495,44,10,970.42,17,23,3.85,17,6.9,0.0,0,0,
1821,335,495,44,10,945.2,4,48,1.67,4,5.1,1.2,0,0,
1822,340,495,44,10,91.74,16,24,3.34,16,4.0,0.1,0,0,
1823,308,495,44,10,649.55,5,13,1.65,5,6.4,0.0,0,0,
