po_id,date_id,store_id,supplier_id,product_id,employee_id,po_number,po_status,quantity_ordered,unit_cost,total_cost,expected_delivery_date,actual_delivery_date,is_emergency_order,lead_time_days,shipping_cost
1135,83,4,71,874,4,PO-QzGcAv-82462164,Canceled,64,268.32,17172.48,2024-03-24,,False,1,317.59
1136,194,2,37,982,2,PO-JompZp-12679417,Ordered,42,105.04,4411.68,2024-07-22,,False,10,445.49
1137,99,26,35,392,26,PO-QZNCGn-52747461,In Transit,38,268.13,10188.94,2024-04-23,,False,15,267.64
1138,205,3,3,587,111,PO-eNJVmR-75516999,Partially Delivered,63,279.29,17595.27,2024-08-06,2024-08-11,False,14,251.64
1139,225,28,84,753,490,PO-RFaKlV-12004589,Delivered,113,275.41,31121.33,2024-09-10,2024-09-13,False,29,117.17
1140,67,14,81,78,14,PO-uJHsXc-85545284,Delivered,87,22.85,1987.95,2024-03-23,2024-03-25,False,16,354.23
1141,258,31,41,711,31,PO-CXkbXM-03588509,Ordered,41,178.22,7307.02,2024-09-17,,False,3,240.37
1142,171,22,18,996,235,PO-HyAUcx-83775574,Delivered,125,21.41,2676.25,2024-07-09,2024-07-10,False,20,345.79
1143,93,38,3,903,188,PO-ZPLRjO-23908232,In Transit,63,59.68,3759.84,2024-04-16,,False,14,222.18
1144,119,37,73,521,162,PO-rTYCla-83285458,Partially Delivered,130,73.64,9573.2,2024-05-12,2024-05-16,True,14,719.59
1145,181,40,98,866,40,PO-ZBqqbX-10478085,Ordered,181,29.04,5256.24,2024-07-24,,False,25,463.13
1146,150,31,48,541,463,PO-HOOuZN-59222328,Ordered,165,192.92,31831.8,2024-06-21,,False,23,94.62
1147,246,37,62,332,368,PO-HEelYE-47402036,Ordered,171,93.94,16063.74,2024-09-11,,True,9,435.42
1148,42,6,66,602,283,PO-uANoFA-87017985,In Transit,109,135.06,14721.54,2024-02-12,,False,1,482.35
1149,117,40,100,478,40,PO-ijIokp-63662876,In Transit,35,189.94,6647.9,2024-05-21,,False,25,458.77
1150,31,13,86,232,110,PO-jbFAys-88019306,Partially Delivered,28,91.52,2562.56,2024-02-12,2024-02-13,True,12,236.36
1151,283,25,23,538,134,PO-BJrNXs-54671692,Ordered,195,190.27,37102.65,2024-10-28,,False,19,413.29
1152,355,18,36,211,92,PO-yZjTXx-06422772,Partially Delivered,110,163.3,17963.0,2025-01-18,2025-01-21,False,29,292.51
1153,161,4,42,873,133,PO-MWssEX-09619391,Ordered,51,53.68,2737.68,2024-06-24,,False,15,304.53
1154,164,28,42,264,99,PO-GAbNPC-82686693,Ordered,50,175.36,8768.0,2024-06-27,,False,15,283.8
1155,108,43,22,589,132,PO-lMsSyU-10592510,Ordered,82,121.01,9922.82,2024-05-02,,True,15,135.01
1156,321,27,24,850,354,PO-RPCipq-91788508,Partially Delivered,151,53.01,8004.51,2024-11-21,2024-11-21,False,5,496.66
1157,182,17,55,964,17,PO-JVibOt-39068387,Delivered,200,217.57,43514.0,2024-07-28,2024-07-31,False,28,459.57
1158,105,39,84,133,98,PO-iRTvpb-42618871,Canceled,105,242.55,25467.75,2024-05-13,,False,29,85.82
1159,137,23,46,592,257,PO-qHnpUN-54468530,In Transit,122,342.39,41771.58,2024-06-06,,False,21,230.16
1160,240,16,93,502,16,PO-ZeUQFu-83241117,Partially Delivered,176,122.39,21540.64,2024-09-17,2024-09-17,False,21,239.55
1161,180,42,18,949,42,PO-pblgbB-45208777,Canceled,27,178.02,4806.54,2024-07-18,,False,20,151.65
1162,49,19,30,726,363,PO-kPEQMT-82399102,In Transit,175,11.2,1960.0,2024-02-27,,False,9,436.08
1163,166,10,68,242,421,PO-Bovdnm-28034940,Canceled,108,246.84,26658.72,2024-07-06,,False,22,481.42
1164,28,31,78,33,463,PO-RHfpRc-58486542,Canceled,114,311.55,35516.7,2024-02-27,,False,30,235.17
1165,94,41,17,584,55,PO-NcHdGd-74682370,Delivered,108,237.51,25651.08,2024-04-16,2024-04-18,False,13,266.84
1166,173,24,24,358,212,PO-KwEnqB-93506330,Partially Delivered,74,162.96,12059.04,2024-06-26,2024-06-28,False,5,77.29
1167,251,3,74,904,378,PO-XXeJYL-97802811,Canceled,140,146.61,20525.4,2024-09-29,,False,22,121.5
1168,299,37,46,482,368,PO-VJcJEB-88457845,Partially Delivered,158,282.0,44556.0,2024-11-15,2024-11-17,False,21,221.07
1169,132,39,66,547,187,PO-owPeCz-76928219,Delivered,84,255.73,21481.32,2024-05-12,2024-05-11,False,1,445.54
1170,110,30,54,341,177,PO-kkbWhv-68151998,Canceled,143,152.49,21806.07,2024-05-02,,False,13,138.32
1171,2,32,79,971,343,PO-jwWegC-43823327,Canceled,189,51.3,9695.7,2024-01-22,,False,20,460.59
1172,236,43,78,956,59,PO-mcSGPt-28092425,Partially Delivered,74,213.82,15822.68,2024-09-22,2024-09-25,False,30,472.54
1173,121,48,99,596,453,PO-iFzbcQ-70814346,Delivered,101,228.5,23078.5,2024-05-24,2024-05-27,False,24,68.87
1174,73,28,95,277,70,PO-LSvISq-73021714,Delivered,47,74.58,3505.26,2024-04-02,2024-04-03,False,20,189.96
1175,320,1,69,688,1,PO-FoRQUv-96850887,Partially Delivered,61,212.12,12939.32,2024-11-21,2024-11-19,True,6,620.83
1176,316,27,59,298,354,PO-koNBZr-24060669,Ordered,163,26.11,4255.93,2024-11-24,,False,13,291.66
1177,347,7,9,439,7,PO-XJMpln-12342197,Delivered,107,250.37,26789.59,2025-01-03,2025-01-03,False,22,230.02
1178,22,43,19,499,59,PO-lOOvBQ-37531820,Canceled,112,35.26,3949.12,2024-02-13,,False,22,416.08
1179,34,11,86,861,11,PO-AourRp-97430527,Delivered,68,61.75,4199.0,2024-02-28,2024-02-29,False,25,377.68
1180,12,29,84,36,100,PO-JZfgKK-86070862,Canceled,126,208.14,26225.64,2024-02-10,,False,29,188.05
1181,309,39,43,23,187,PO-DziaVn-58430115,Delivered,94,156.44,14705.36,2024-11-16,2024-11-18,False,12,276.67
1182,235,33,70,131,33,PO-wOEuzF-12828958,Ordered,145,293.27,42524.15,2024-08-31,,False,9,130.57
1183,176,41,21,106,458,PO-pTmCTx-94489437,Delivered,152,140.29,21324.08,2024-07-02,2024-07-05,True,8,275.95
1184,183,25,58,900,385,PO-rHnqtp-50571496,In Transit,31,107.81,3342.11,2024-07-09,,False,8,365.98
1185,201,48,88,787,453,PO-gkjtAJ-03809771,In Transit,37,249.88,9245.56,2024-07-27,,False,8,124.64
1186,226,17,44,135,81,PO-BjertN-70580858,Delivered,25,267.22,6680.5,2024-08-22,2024-08-22,True,9,380.0
1187,326,43,30,726,132,PO-jckTbC-07477327,Canceled,167,11.8,1970.6,2024-11-25,,True,4,393.29
1188,151,27,5,719,354,PO-rxOXNB-10481422,Partially Delivered,152,205.95,31304.4,2024-06-07,2024-06-11,False,8,153.98
1189,175,30,77,901,177,PO-Gxcxth-76231187,In Transit,68,213.67,14529.56,2024-06-25,,False,2,75.46
1190,318,17,26,749,286,PO-tIzEcT-21742515,Delivered,45,39.8,1791.0,2024-11-28,2024-11-30,False,15,403.78
1191,280,33,85,597,33,PO-XExmiP-24661385,Ordered,72,15.23,1096.56,2024-10-11,,True,5,213.6
1192,51,9,6,881,202,PO-mIdqIF-76874764,Ordered,189,33.95,6416.55,2024-03-08,,False,17,490.44
1193,35,23,49,334,460,PO-ggQnxV-52333542,Delivered,125,199.16,24895.0,2024-02-13,2024-02-15,False,9,108.47
1194,16,36,94,508,386,PO-zLrBaG-24339326,Delivered,182,283.59,51613.38,2024-01-23,2024-01-24,False,7,97.45
1195,315,48,64,171,156,PO-FidZjw-96063895,Ordered,151,145.6,21985.6,2024-12-03,,False,23,429.28
1196,254,31,38,284,463,PO-ZLPHjN-48446444,Partially Delivered,192,66.44,12756.48,2024-10-02,2024-10-01,False,22,195.18
1197,146,28,40,710,70,PO-HjtubY-38203570,Delivered,118,92.67,10935.06,2024-05-31,2024-06-01,False,6,294.05
1198,129,28,8,80,70,PO-MhrBgy-46638523,Delivered,32,124.57,3986.24,2024-05-27,2024-05-30,False,19,264.09
1199,250,46,54,447,46,PO-ugUOBq-09084996,Partially Delivered,142,57.28,8133.76,2024-09-19,2024-09-21,False,13,469.82
1200,147,47,6,394,69,PO-FJmOHw-30043871,Partially Delivered,151,279.79,42248.29,2024-06-12,2024-06-11,False,17,238.5
1201,193,35,35,961,208,PO-yEpOaW-22051244,Delivered,110,11.51,1266.1,2024-07-26,2024-07-27,False,15,67.97
1202,162,1,97,962,1,PO-jyXBnE-72401269,Partially Delivered,128,225.34,28843.52,2024-07-02,2024-07-06,False,22,106.98
1203,59,31,29,59,31,PO-VCvYqx-08226515,In Transit,72,176.53,12710.16,2024-03-14,,False,15,98.73
1204,210,49,84,148,483,PO-jpKtTO-03026287,Partially Delivered,59,118.7,7003.3,2024-08-26,2024-08-29,False,29,215.22
1205,8,6,19,821,6,PO-TJhxAn-05949207,Delivered,146,100.81,14718.26,2024-01-30,2024-02-01,False,22,360.08
1206,258,12,36,532,142,PO-yYiTse-77297548,In Transit,84,118.02,9913.68,2024-09-28,,True,14,120.12
1207,35,3,30,103,3,PO-TEnoMt-84069882,Canceled,54,206.79,11166.66,2024-02-13,,False,9,78.21
1208,175,41,20,444,41,PO-IsrZmC-27951338,In Transit,52,240.19,12489.88,2024-07-01,,False,8,402.84
1209,33,23,28,17,460,PO-OCDaZh-94661117,Partially Delivered,19,12.67,240.73,2024-02-11,2024-02-09,False,9,395.12
1210,50,28,49,52,209,PO-EOLnaY-47749585,In Transit,141,215.83,30432.03,2024-02-28,,False,9,317.39
1211,93,31,51,453,31,PO-pwMXlf-72997747,Ordered,37,78.29,2896.73,2024-04-30,,False,28,225.17
1212,32,7,68,296,338,PO-LPmqsP-83979847,Ordered,70,31.99,2239.3,2024-02-23,,False,22,91.47
1213,237,10,52,69,421,PO-ZoeGxh-76551776,In Transit,11,72.14,793.54,2024-09-03,,False,10,332.67
1214,67,41,30,257,41,PO-hykQKZ-25362865,Ordered,147,135.61,19934.67,2024-03-16,,False,9,130.22
1215,303,25,40,53,275,PO-FWRZmA-32944491,Delivered,125,118.61,14826.25,2024-11-04,2024-11-03,False,6,308.93
1216,320,43,13,350,43,PO-GtbUGa-29522907,Partially Delivered,161,155.96,25109.56,2024-11-21,2024-11-22,False,6,99.49
1217,229,12,12,486,142,PO-tJnYMy-07563904,Partially Delivered,103,54.81,5645.43,2024-08-22,2024-08-27,False,6,384.79
1218,242,18,22,589,417,PO-UizpqI-71003216,In Transit,188,108.53,20403.64,2024-09-28,,False,30,370.91
1219,3,27,73,980,354,PO-ImMGcI-51767019,Canceled,104,223.49,23242.96,2024-01-31,,False,28,410.81
1220,38,32,70,131,343,PO-ivAgfP-77676939,In Transit,145,315.9,45805.5,2024-02-11,,True,4,435.98
1221,330,27,64,181,27,PO-SmtnNF-78164223,Partially Delivered,48,55.41,2659.68,2024-12-18,2024-12-22,False,23,319.02
1222,94,5,25,849,125,PO-qGILUc-40167874,In Transit,15,175.44,2631.6,2024-04-11,,False,8,334.37
1223,361,34,22,500,108,PO-ZjmKnz-22537772,Canceled,136,72.21,9820.56,2025-01-25,,False,30,121.35
1224,138,13,5,224,110,PO-TQvTap-93040997,Delivered,37,301.3,11148.1,2024-05-25,2024-05-26,False,8,436.89
1225,207,22,59,206,22,PO-DBSDPr-95908006,In Transit,185,102.09,18886.65,2024-08-07,,False,13,409.62
1226,102,12,23,3,142,PO-BIuwgR-19541825,Partially Delivered,168,102.35,17194.8,2024-04-30,2024-05-03,False,19,200.18
1227,72,49,10,316,49,PO-DWXXQR-62293745,Delivered,72,262.18,18876.96,2024-04-07,2024-04-06,False,26,362.74
1228,336,38,51,391,392,PO-hOtJWc-96707678,Canceled,155,258.28,40033.4,2024-12-29,,False,28,384.38
1229,139,46,18,579,373,PO-cZaRGb-29889994,Ordered,170,16.52,2808.4,2024-06-07,,False,20,197.4
1230,252,11,57,86,11,PO-mouiqW-54196361,Ordered,149,68.1,10146.9,2024-09-12,,False,4,109.1
1231,132,30,70,123,482,PO-TFhGpB-28849497,Canceled,89,22.66,2016.74,2024-05-20,,False,9,241.73
1232,18,17,37,184,286,PO-UEzisN-40566877,Partially Delivered,135,105.64,14261.4,2024-01-28,2024-02-02,False,10,261.33
1233,224,33,25,641,33,PO-VwrMsw-59809308,Canceled,73,85.1,6212.3,2024-08-19,,False,8,371.68
1234,39,6,12,110,445,PO-JOFrIh-43413891,Delivered,153,47.97,7339.41,2024-02-14,2024-02-15,False,6,441.88
1235,84,47,77,909,117,PO-vSdAMR-07439121,Partially Delivered,127,240.12,30495.24,2024-03-26,2024-03-30,False,2,122.92
1236,358,26,24,794,26,PO-qmZwcn-42803947,Ordered,65,224.37,14584.05,2024-12-28,,False,5,498.34
1237,16,48,43,226,453,PO-MkqGdK-38630296,Canceled,69,83.99,5795.31,2024-01-28,,False,12,144.5
1238,67,6,43,941,6,PO-rxjsoc-14843858,In Transit,199,294.05,58515.95,2024-03-13,,True,6,675.17
1239,344,13,12,68,110,PO-yUePio-68282461,Canceled,101,159.53,16112.53,2024-12-15,,False,6,213.61
1240,182,43,83,302,59,PO-jjkVya-84619320,Partially Delivered,113,136.5,15424.5,2024-07-29,2024-07-27,False,29,170.37
1241,137,36,69,294,294,PO-hhchiY-25419005,Ordered,113,146.09,16508.17,2024-05-29,,False,13,193.63
1242,123,25,17,247,134,PO-JkObdB-77395972,In Transit,131,282.14,36960.34,2024-05-15,,False,13,453.77
1243,298,41,39,60,458,PO-fdmFyY-78356172,Delivered,100,14.71,1471.0,2024-11-11,2024-11-10,False,18,130.07
1244,166,46,97,262,183,PO-YTkhBE-13839100,Delivered,200,143.23,28646.0,2024-07-06,2024-07-05,False,22,457.53
1245,31,4,69,846,198,PO-pUSKli-02381779,In Transit,179,98.88,17699.52,2024-02-13,,False,13,362.88
1246,283,12,58,346,454,PO-GxMxso-28380667,Ordered,96,88.83,8527.68,2024-10-17,,False,8,61.27
1247,42,9,37,982,246,PO-AoasIk-84348286,Partially Delivered,75,107.21,8040.75,2024-02-21,2024-02-19,False,10,491.8
1248,64,12,87,657,12,PO-wRZmLg-10513766,Ordered,193,170.99,33001.07,2024-03-30,,False,26,146.16
1249,183,23,5,989,257,PO-wxOHBj-53029769,Partially Delivered,142,46.55,6610.1,2024-07-09,2024-07-09,False,8,479.25
1250,308,4,10,454,4,PO-FlNzcl-28295879,Canceled,143,116.43,16649.49,2024-11-29,,False,26,436.59
1251,200,17,98,650,81,PO-lkVjsE-51205198,Ordered,130,274.3,35659.0,2024-08-12,,False,25,157.97
1252,66,34,36,208,108,PO-vBpkBy-05048553,In Transit,73,147.15,10741.95,2024-04-04,,False,29,490.38
1253,32,9,77,558,9,PO-lxlKIZ-80593533,Canceled,42,303.03,12727.26,2024-02-03,,False,2,455.56
1254,52,4,75,718,198,PO-AHtpga-88652713,In Transit,133,234.91,31243.03,2024-03-17,,False,25,382.32
1255,339,16,83,972,470,PO-Gatfgb-12214207,Canceled,13,248.52,3230.76,2025-01-02,,False,29,203.54
1256,101,38,6,611,414,PO-mkBtfa-27655957,Canceled,116,31.21,3620.36,2024-04-27,,False,17,480.57
1257,336,41,77,260,427,PO-YDNBBf-08778043,Delivered,181,72.52,13126.12,2024-12-03,2024-12-05,False,2,426.67
1258,120,29,25,569,29,PO-VuXZpB-99979905,Partially Delivered,141,195.31,27538.71,2024-05-03,2024-05-06,True,4,696.11
1259,193,33,22,589,33,PO-MAksvQ-71660340,Canceled,170,125.14,21273.8,2024-08-10,,False,30,304.31
1260,175,5,61,833,139,PO-ElJnPd-89127968,Ordered,140,221.49,31008.6,2024-07-05,,False,12,169.13
1261,232,5,79,971,5,PO-wRIWDX-87916027,Partially Delivered,102,46.88,4781.76,2024-08-29,2024-09-01,True,10,412.57
1262,331,41,59,349,55,PO-VidNAg-48489675,In Transit,151,89.28,13481.28,2024-12-09,,False,13,409.47
1263,256,34,59,349,266,PO-ocgXvi-33806097,Ordered,98,115.97,11365.06,2024-09-25,,False,13,146.86
1264,338,39,47,188,39,PO-rXHSsL-45852704,In Transit,145,17.56,2546.2,2024-12-17,,False,14,127.14
1265,164,46,95,277,439,PO-keJLzX-56584150,Delivered,51,55.74,2842.74,2024-07-02,2024-07-06,False,20,313.2
1266,143,37,50,537,37,PO-EDrIgW-88243717,Delivered,147,303.6,44629.2,2024-06-06,2024-06-10,False,15,92.78
1267,107,21,87,352,91,PO-SmCbxm-82161492,Canceled,34,274.91,9346.94,2024-05-12,,False,26,105.61
1268,330,50,45,942,476,PO-KkBnXQ-32850589,In Transit,67,247.97,16613.99,2024-12-05,,False,10,405.05
1269,343,21,67,449,21,PO-FDazEv-96540915,Ordered,149,15.79,2352.71,2025-01-04,,False,27,86.41
1270,215,39,95,425,39,PO-APUQsy-95053015,In Transit,72,17.47,1257.84,2024-08-22,,False,20,167.62
1271,218,4,79,362,273,PO-QPvgoy-97932008,Delivered,84,204.1,17144.4,2024-08-25,2024-08-30,False,20,324.5
1272,152,21,93,323,21,PO-BxQuDk-89031818,Delivered,65,131.91,8574.15,2024-06-21,2024-06-23,False,21,163.7
1273,239,24,75,535,212,PO-hTofTF-14995465,Partially Delivered,22,38.24,841.28,2024-09-20,2024-09-25,False,25,100.4
1274,189,4,45,817,133,PO-vxOxxz-65029857,In Transit,15,157.35,2360.25,2024-07-17,,False,10,85.17
1275,134,34,9,951,172,PO-YPmLie-35513725,In Transit,185,303.35,56119.75,2024-06-04,,False,22,95.32
1276,48,10,52,388,421,PO-xtFmVw-40605384,Canceled,55,218.08,11994.4,2024-02-27,,False,10,64.22
1277,360,23,68,479,257,PO-ijpjqn-17970570,Partially Delivered,141,222.36,31352.76,2025-01-16,2025-01-18,False,22,232.68
1278,43,24,53,986,24,PO-qQGoeZ-55314216,Partially Delivered,112,194.94,21833.28,2024-02-15,2024-02-16,True,3,345.93
1279,192,49,28,241,483,PO-OklvQM-17144485,Ordered,56,200.9,11250.4,2024-07-19,,False,9,347.49
1280,162,6,82,564,445,PO-nDewwt-00292739,Partially Delivered,180,20.65,3717.0,2024-07-07,2024-07-06,False,27,193.09
1281,288,39,60,270,39,PO-UJOzQd-56065414,Canceled,174,284.42,49489.08,2024-11-02,,False,19,497.73
1282,129,16,8,489,349,PO-goYXuu-19588916,Ordered,39,205.23,8003.97,2024-05-17,,True,9,428.69
1283,46,19,80,527,211,PO-BsSzrd-50260322,In Transit,147,255.78,37599.66,2024-03-10,,False,24,254.35
1284,307,45,29,697,45,PO-BzHxMH-04891484,In Transit,65,146.54,9525.1,2024-11-09,,True,7,664.91
1285,262,1,5,224,1,PO-whQlIR-14918295,Delivered,70,287.47,20122.9,2024-09-26,2024-09-25,False,8,184.33
1286,352,3,33,609,111,PO-qtVocp-61667198,Canceled,142,21.36,3033.12,2025-01-15,,False,29,227.11
1287,273,15,87,88,336,PO-ulRyyR-19404491,Canceled,107,138.38,14806.66,2024-10-25,,False,26,427.61
1288,15,5,79,81,125,PO-FtLQaM-85718640,Ordered,189,27.36,5171.04,2024-01-25,,True,10,537.59
1289,230,10,25,275,10,PO-PcJmLk-43531316,Delivered,44,10.99,483.56,2024-08-25,2024-08-23,False,8,114.5
1290,71,3,38,382,270,PO-JQfEEp-48496844,In Transit,110,81.94,9013.4,2024-04-02,,False,22,147.44
1291,174,42,74,583,435,PO-equkHI-44678545,Ordered,75,264.9,19867.5,2024-07-14,,False,22,355.9
1292,162,9,59,424,246,PO-zoNFXR-14010840,Delivered,51,239.29,12203.79,2024-06-23,2024-06-27,False,13,81.53
1293,350,40,60,270,40,PO-bStRao-55080761,Partially Delivered,18,252.96,4553.28,2025-01-03,2025-01-05,False,19,261.77
1294,234,11,42,67,85,PO-TdRdjQ-11511042,Canceled,109,39.82,4340.38,2024-09-05,,False,15,480.09
1295,18,43,53,265,63,PO-BAgFxS-07892208,Ordered,68,305.32,20761.76,2024-01-25,,False,7,230.01
1296,264,29,100,128,261,PO-VXPJdm-59943187,Canceled,137,172.74,23665.38,2024-10-15,,False,25,253.11
1297,100,26,40,588,26,PO-COKkJg-34396589,In Transit,79,72.31,5712.49,2024-04-15,,False,6,64.05
1298,282,29,96,554,290,PO-MdyiyM-01322780,Ordered,97,95.69,9281.93,2024-10-17,,False,9,227.42
1299,284,33,20,625,33,PO-qYtSyf-91080508,Ordered,174,117.85,20505.9,2024-10-18,,False,8,292.15
1300,243,33,14,138,33,PO-zwcsPA-17421716,Ordered,140,145.04,20305.6,2024-09-02,,False,3,242.52
1301,24,20,74,740,356,PO-ZgdNli-21886354,Canceled,88,64.45,5671.6,2024-02-15,,False,22,218.77
1302,154,8,65,85,8,PO-pfcAyA-27580204,Ordered,47,325.79,15312.13,2024-06-12,,False,10,345.64
1303,51,39,43,89,262,PO-AVEAqq-79235649,In Transit,106,203.51,21572.06,2024-03-03,,False,12,408.51
1304,37,39,79,773,187,PO-zuDffD-73108033,Canceled,127,240.36,30525.72,2024-02-26,,False,20,137.8
1305,194,21,99,596,397,PO-vHhInJ-06026228,Canceled,132,230.0,30360.0,2024-08-05,,False,24,171.7
1306,195,2,88,190,2,PO-EVADxV-44725153,Ordered,84,262.65,22062.6,2024-07-21,,False,8,239.05
1307,72,35,87,713,208,PO-WLtLRN-57223034,In Transit,177,255.42,45209.34,2024-04-07,,False,26,91.16
1308,167,5,92,654,139,PO-DvEcmq-95243326,In Transit,137,67.39,9232.43,2024-06-19,,True,4,509.94
1309,183,24,14,882,24,PO-Zwdkst-08616172,In Transit,18,219.1,3943.8,2024-07-04,,False,3,312.13
1310,210,36,23,438,72,PO-ZkseeS-58679489,Ordered,165,114.27,18854.55,2024-08-16,,False,19,342.88
1311,225,38,76,553,392,PO-TJaVgS-74628601,Partially Delivered,73,149.98,10948.54,2024-09-05,2024-09-03,False,24,376.65
1312,296,43,3,593,43,PO-INDBRw-01918770,Delivered,172,310.7,53440.4,2024-11-05,2024-11-04,False,14,73.4
1313,290,10,91,655,405,PO-xbQXqJ-71330273,Canceled,10,241.92,2419.2,2024-10-28,,False,12,482.34
1314,282,39,12,486,187,PO-JcIeQt-69914285,Ordered,86,50.16,4313.76,2024-10-14,,False,6,328.98
1315,81,26,41,210,389,PO-TPyaQQ-48703383,Ordered,168,223.49,37546.32,2024-03-24,,False,3,382.42
1316,37,44,99,596,44,PO-GerLFH-84410297,Delivered,26,283.04,7359.04,2024-03-01,2024-03-02,False,24,131.9
1317,172,41,73,980,154,PO-ssvmFT-68433786,Canceled,50,207.9,10395.0,2024-07-18,,False,28,202.45
1318,109,3,17,955,3,PO-whSbet-64745820,Delivered,112,217.4,24348.8,2024-05-01,2024-05-02,False,13,57.44
1319,244,14,3,466,14,PO-GuvCOk-43056990,Partially Delivered,175,269.39,47143.25,2024-09-14,2024-09-15,False,14,419.07
1320,146,23,55,612,322,PO-kxjIXR-68323353,Partially Delivered,118,211.84,24997.12,2024-06-22,2024-06-21,False,28,83.92
1321,19,32,37,184,343,PO-mQlzKS-22768556,Canceled,90,96.58,8692.2,2024-01-29,,False,10,437.67
1322,167,26,95,425,389,PO-XnNhJx-92435991,In Transit,73,14.83,1082.59,2024-07-05,,False,20,260.81
1323,192,48,31,121,156,PO-gsWwLp-82555205,Delivered,167,110.15,18395.05,2024-07-21,2024-07-21,True,11,419.13
1324,272,26,80,877,389,PO-bcuvJD-82565627,In Transit,60,218.1,13086.0,2024-10-10,,True,12,618.08
1325,201,1,97,192,1,PO-SjvXsB-87210705,In Transit,60,164.73,9883.8,2024-08-10,,False,22,428.9
1326,289,26,47,145,26,PO-CVimzX-47508138,Canceled,54,83.45,4506.3,2024-10-29,,False,14,313.84
1327,19,24,99,994,24,PO-CmrsOr-83398677,In Transit,79,277.01,21883.79,2024-02-12,,False,24,437.37
1328,93,39,100,411,98,PO-YcZSgy-79848116,Canceled,30,146.73,4401.9,2024-04-14,,True,12,173.11
1329,14,36,76,356,386,PO-yPsafF-05202022,In Transit,97,308.82,29955.54,2024-02-07,,False,24,472.38
1330,294,4,28,241,198,PO-qXOKNx-37981210,In Transit,32,200.29,6409.28,2024-10-29,,False,9,256.15
1331,172,18,96,70,220,PO-oQbmoQ-54903863,Ordered,26,104.55,2718.3,2024-06-29,,False,9,404.39
1332,93,33,34,8,33,PO-npzEjx-40951841,Delivered,59,266.01,15694.59,2024-04-28,2024-05-01,False,26,142.27
1333,336,33,56,314,33,PO-nJzmxu-15058848,Partially Delivered,162,139.69,22629.78,2024-12-17,2024-12-20,False,16,233.52
1334,82,35,20,54,35,PO-NirZip-41417024,Ordered,120,161.58,19389.6,2024-03-30,,False,8,278.42
1335,186,29,37,90,261,PO-VjOXsH-31337065,Ordered,126,26.36,3321.36,2024-07-14,,False,10,496.73
1336,8,21,7,969,21,PO-ChZOzM-57307989,Partially Delivered,56,173.74,9729.44,2024-01-22,2024-01-23,False,14,198.54
1337,83,29,22,500,29,PO-XPghue-62130664,Delivered,130,64.81,8425.3,2024-04-22,2024-04-24,False,30,159.43
1338,89,7,55,250,7,PO-OBdJbD-33750416,Delivered,123,189.74,23338.02,2024-04-26,2024-04-25,False,28,200.2
1339,199,15,43,89,15,PO-WCgfwg-18120721,Partially Delivered,154,211.79,32615.66,2024-07-29,2024-07-30,False,12,284.37
1340,69,13,38,230,110,PO-iFEfTi-98909355,Delivered,98,6.25,612.5,2024-03-31,2024-03-30,False,22,163.43
1341,165,24,47,595,212,PO-ziWAgd-32480507,Delivered,195,128.79,25114.05,2024-06-27,2024-07-02,False,14,80.8
1342,298,47,93,102,327,PO-RYkMkc-31967155,Canceled,167,129.05,21551.35,2024-11-14,,False,21,296.35
1343,99,21,19,50,397,PO-DCGgyG-33372138,Ordered,97,118.06,11451.82,2024-04-30,,False,22,77.71
1344,362,28,73,521,70,PO-neobbi-11015748,Partially Delivered,121,57.86,7001.06,2025-01-24,2025-01-28,False,28,190.35
1345,98,11,86,634,85,PO-jjZTuY-17160465,In Transit,152,185.62,28214.24,2024-05-02,,False,25,153.43
1346,346,26,100,876,389,PO-iEfQIk-91698538,Partially Delivered,88,118.88,10461.44,2025-01-05,2025-01-05,False,25,76.4
1347,150,44,63,734,64,PO-BgZtIJ-41002725,Ordered,37,284.94,10542.78,2024-06-03,,True,5,299.78
1348,90,45,41,793,255,PO-fRcsNP-95966816,In Transit,84,312.22,26226.48,2024-04-02,,False,3,240.12
1349,119,4,69,197,198,PO-IcaQkv-55131788,Delivered,63,103.58,6525.54,2024-05-11,2024-05-15,False,13,298.73
1350,268,4,91,871,133,PO-bxmaJE-40819454,Delivered,131,247.61,32436.91,2024-09-30,2024-10-05,True,6,343.32
1351,271,9,69,197,137,PO-SyIVhG-59605158,Ordered,134,102.65,13755.1,2024-10-10,,False,13,478.69
1352,50,4,90,426,133,PO-qINFCD-29151477,Ordered,57,4.16,237.12,2024-03-16,,False,26,99.31
1353,184,29,93,102,290,PO-AaKpxz-95089340,Ordered,195,110.05,21459.75,2024-07-23,,False,21,198.74
1354,100,38,77,566,188,PO-tPDaGP-03118853,Delivered,159,203.72,32391.48,2024-04-11,2024-04-14,False,2,105.68
1355,29,19,45,57,363,PO-yBlApX-61151554,Partially Delivered,36,215.07,7742.52,2024-02-08,2024-02-10,False,10,410.22
1356,47,30,15,517,482,PO-KSXNoc-61457196,Partially Delivered,41,303.89,12459.49,2024-03-07,2024-03-08,False,20,91.47
1357,65,1,53,986,1,PO-JxBBmr-52646227,Delivered,47,220.08,10343.76,2024-03-12,2024-03-12,False,7,374.71
1358,100,30,41,210,30,PO-mxSdxH-16110562,Canceled,43,193.95,8339.85,2024-04-12,,False,3,488.27
1359,329,23,44,509,460,PO-gtAfnG-34569813,Canceled,196,310.08,60775.68,2024-12-13,,False,19,456.34
