inventory_id,date_id,store_id,product_id,beginning_quantity,received_quantity,sold_quantity,adjusted_quantity,ending_quantity,average_cost,days_of_supply,is_stockout
2656,321,1,848,35,0,18,0,17,30.29,17,False
2657,322,1,848,42,0,34,0,8,31.56,10,False
2658,323,1,848,36,0,25,0,11,32.78,12,False
2659,324,1,848,30,0,27,0,3,35.4,10,False
2660,325,1,848,62,0,41,0,21,38.95,13,False
2661,326,1,848,24,0,3,0,21,33.45,12,False
2662,327,1,848,5,0,3,0,2,30.2,20,False
2663,328,1,848,26,0,21,0,5,33.46,24,False
2664,329,1,848,47,0,6,0,41,37.51,6,False
2665,330,1,848,20,0,11,0,9,37.79,8,False
2666,331,1,848,93,0,39,0,54,36.73,22,False
2667,332,1,848,81,42,63,0,60,37.49,28,False
2668,333,1,848,5,1,0,0,6,30.54,19,False
2669,334,1,848,5,0,1,-2,2,35.32,18,False
2670,335,1,848,55,0,2,0,53,38.44,9,False
2671,336,1,848,61,0,7,5,59,29.95,7,False
2672,337,1,848,29,0,28,0,1,36.4,13,False
2673,338,1,848,98,34,78,0,54,34.49,29,False
2674,339,1,848,100,26,79,0,47,32.51,24,False
2675,340,1,848,16,0,6,0,10,30.09,5,False
2676,341,1,848,7,0,6,0,1,28.68,12,False
2677,342,1,848,44,0,15,0,29,29.36,15,False
2678,343,1,848,23,0,15,0,8,31.12,9,False
2679,344,1,848,33,0,3,1,31,38.53,18,False
2680,345,1,848,83,7,8,0,82,30.8,7,False
2681,346,1,848,74,0,19,0,55,31.02,7,False
2682,347,1,848,43,0,19,0,24,34.37,6,False
2683,348,1,848,92,0,14,0,78,30.55,20,False
2684,349,1,848,77,0,58,0,19,35.07,17,False
2685,350,1,848,29,0,13,0,16,28.94,13,False
2686,351,1,848,31,0,13,0,18,32.75,10,False
2687,352,1,848,32,0,22,0,10,39.3,28,False
2688,353,1,848,39,0,25,0,14,36.27,21,False
2689,354,1,848,48,0,39,0,9,29.27,14,False
2690,355,1,848,5,0,4,0,1,32.04,21,False
2691,356,1,848,56,35,6,0,85,30.81,23,False
2692,357,1,848,24,0,3,0,21,38.78,11,False
2693,358,1,848,46,0,42,0,4,30.1,19,False
2694,359,1,848,62,0,12,-5,45,39.31,3,False
2695,360,1,848,60,0,55,0,5,30.08,6,False
2696,361,1,848,18,0,9,0,9,37.39,18,False
2697,362,1,848,76,8,11,0,73,31.36,17,False
2698,363,1,848,13,0,9,0,4,33.66,14,False
2699,364,1,848,29,1,9,0,21,28.75,9,False
2700,365,1,848,83,49,51,0,81,28.84,30,False
2701,276,1,291,47,0,47,3,3,66.4,30,False
2702,277,1,291,41,0,38,0,3,75.9,4,False
2703,278,1,291,66,25,65,0,26,62.51,25,False
2704,279,1,291,57,0,53,0,4,59.93,18,False
2705,280,1,291,17,0,7,0,10,70.96,1,False
2706,281,1,291,23,0,21,0,2,70.81,3,False
2707,282,1,291,31,0,15,0,16,73.05,10,False
2708,283,1,291,68,0,46,0,22,56.13,10,False
2709,284,1,291,85,22,10,0,97,63.38,13,False
2710,285,1,291,46,0,8,0,38,63.12,26,False
2711,286,1,291,75,45,13,0,107,65.7,20,False
2712,287,1,291,94,0,44,0,50,68.58,21,False
2713,288,1,291,6,0,1,0,5,77.18,26,False
2714,289,1,291,44,0,1,0,43,57.1,20,False
2715,290,1,291,76,0,6,0,70,66.79,15,False
2716,291,1,291,30,0,20,0,10,61.24,7,False
2717,292,1,291,53,0,51,0,2,60.43,15,False
2718,293,1,291,23,50,13,0,60,57.46,23,False
2719,294,1,291,86,0,57,0,29,68.98,7,False
2720,295,1,291,95,0,75,0,20,56.71,17,False
2721,296,1,291,8,0,7,0,1,70.29,22,False
2722,297,1,291,92,38,80,0,50,70.65,16,False
2723,298,1,291,29,0,18,0,11,70.55,21,False
2724,299,1,291,23,3,20,0,6,74.63,23,False
2725,300,1,291,99,0,9,0,90,74.1,13,False
2726,301,1,291,6,30,2,0,34,57.8,9,False
2727,302,1,291,34,27,33,0,28,63.12,18,False
2728,303,1,291,62,0,12,0,50,74.74,14,False
2729,304,1,291,87,0,32,0,55,74.68,3,False
2730,305,1,291,10,46,10,0,46,64.78,29,False
2731,306,1,291,23,0,16,0,7,74.89,1,False
2732,307,1,291,83,0,63,0,20,61.54,23,False
2733,308,1,291,57,0,13,0,44,58.91,13,False
2734,309,1,291,73,0,65,0,8,74.16,6,False
2735,310,1,291,62,50,54,0,58,67.6,25,False
2736,311,1,291,26,36,22,0,40,74.41,27,False
2737,312,1,291,33,0,5,0,28,64.32,4,False
2738,313,1,291,72,0,43,2,31,61.28,26,False
2739,314,1,291,38,0,8,0,30,66.18,12,False
2740,315,1,291,16,0,14,0,2,66.3,30,False
2741,316,1,291,42,0,36,0,6,66.26,29,False
2742,317,1,291,47,0,3,-4,40,70.1,15,False
2743,318,1,291,88,33,18,0,103,70.14,2,False
2744,319,1,291,33,0,2,0,31,67.03,18,False
2745,320,1,291,78,0,43,0,35,60.69,16,False
2746,321,1,291,13,26,0,0,39,64.91,17,False
2747,322,1,291,70,0,12,0,58,76.13,6,False
2748,323,1,291,92,0,89,0,3,74.49,18,False
2749,324,1,291,20,41,8,0,53,66.48,9,False
2750,325,1,291,50,0,44,0,6,60.55,5,False
2751,326,1,291,59,30,30,0,59,64.64,18,False
2752,327,1,291,91,0,80,0,11,62.59,29,False
2753,328,1,291,91,16,72,0,35,58.08,7,False
2754,329,1,291,20,0,12,0,8,69.63,14,False
2755,330,1,291,78,0,37,0,41,73.94,11,False
2756,331,1,291,83,0,61,0,22,66.2,28,False
2757,332,1,291,85,0,76,0,9,58.47,7,False
2758,333,1,291,59,0,32,0,27,77.61,15,False
2759,334,1,291,83,0,8,0,75,72.88,15,False
2760,335,1,291,53,10,11,0,52,66.32,28,False
2761,336,1,291,75,0,70,0,5,76.42,9,False
2762,337,1,291,65,0,28,0,37,65.71,24,False
2763,338,1,291,57,0,33,-2,22,65.35,7,False
2764,339,1,291,29,0,25,0,4,70.76,13,False
2765,340,1,291,7,0,5,0,2,58.55,21,False
2766,341,1,291,98,0,79,0,19,70.89,27,False
2767,342,1,291,36,23,9,0,50,59.01,17,False
2768,343,1,291,82,0,37,0,45,67.96,4,False
2769,344,1,291,42,0,40,0,2,74.35,15,False
2770,345,1,291,57,0,51,0,6,76.95,28,False
2771,346,1,291,95,0,89,0,6,56.96,12,False
2772,347,1,291,100,6,1,0,105,69.26,30,False
2773,348,1,291,33,0,28,0,5,60.16,28,False
2774,349,1,291,44,42,36,0,50,73.76,27,False
2775,350,1,291,51,0,14,0,37,68.19,27,False
2776,351,1,291,8,42,1,0,49,71.46,25,False
2777,352,1,291,5,35,0,0,40,71.74,7,False
2778,353,1,291,95,0,50,0,45,69.04,10,False
2779,354,1,291,84,33,12,0,105,56.3,13,False
2780,355,1,291,16,0,15,0,1,58.7,7,False
2781,356,1,291,12,35,7,1,41,65.94,24,False
2782,357,1,291,24,0,12,0,12,72.21,16,False
2783,358,1,291,54,8,5,0,57,66.55,12,False
2784,359,1,291,60,0,28,0,32,68.48,28,False
2785,360,1,291,32,0,8,0,24,76.53,17,False
2786,361,1,291,47,0,33,0,14,58.29,18,False
2787,362,1,291,60,0,14,0,46,59.22,10,False
2788,363,1,291,6,0,6,0,0,64.58,0,True
2789,364,1,291,59,0,58,0,1,69.53,1,False
2790,365,1,291,24,0,3,0,21,61.57,15,False
2791,276,1,333,35,0,22,0,13,311.94,27,False
2792,277,1,333,74,15,10,0,79,296.99,16,False
2793,278,1,333,34,0,3,0,31,294.81,24,False
2794,279,1,333,47,0,46,0,1,271.87,22,False
2795,280,1,333,32,23,13,0,42,241.72,18,False
2796,281,1,333,53,2,27,0,28,279.79,24,False
2797,282,1,333,6,0,1,0,5,308.41,2,False
2798,283,1,333,69,0,5,0,64,295.31,11,False
2799,284,1,333,99,24,63,3,63,249.01,5,False
2800,285,1,333,80,25,64,0,41,251.89,5,False
2801,286,1,333,68,48,47,0,69,291.63,17,False
2802,287,1,333,5,29,3,0,31,335.13,4,False
2803,288,1,333,22,47,1,0,68,297.34,20,False
2804,289,1,333,34,0,1,0,33,295.4,27,False
2805,290,1,333,17,27,1,0,43,305.14,17,False
2806,291,1,333,32,0,20,0,12,319.31,11,False
2807,292,1,333,32,0,21,0,11,280.47,18,False
2808,293,1,333,79,0,79,0,0,276.41,0,True
2809,294,1,333,63,0,23,1,41,293.04,16,False
2810,295,1,333,78,0,6,-1,71,326.16,20,False
2811,296,1,333,17,0,2,0,15,249.77,1,False
2812,297,1,333,98,0,60,0,38,330.27,1,False
2813,298,1,333,69,0,12,0,57,246.4,23,False
2814,299,1,333,67,48,66,0,49,316.7,1,False
2815,300,1,333,52,0,39,0,13,305.53,19,False
2816,301,1,333,82,42,66,0,58,257.02,11,False
2817,302,1,333,17,44,11,0,50,249.54,15,False
2818,303,1,333,65,50,45,0,70,243.65,9,False
2819,304,1,333,16,0,10,0,6,307.66,25,False
2820,305,1,333,91,0,50,0,41,263.13,22,False
2821,306,1,333,23,0,22,0,1,292.81,15,False
2822,307,1,333,67,0,13,0,54,259.61,14,False
2823,308,1,333,93,0,47,0,46,273.38,12,False
2824,309,1,333,55,0,47,0,8,320.5,30,False
2825,310,1,333,30,0,13,0,17,290.17,2,False
2826,311,1,333,49,0,36,0,13,259.8,21,False
2827,312,1,333,45,0,12,0,33,337.43,1,False
2828,313,1,333,23,0,8,3,18,258.26,12,False
2829,314,1,333,88,10,16,0,82,251.46,15,False
2830,315,1,333,84,44,40,0,88,332.69,20,False
2831,316,1,333,100,0,31,0,69,300.5,22,False
2832,317,1,333,51,13,4,0,60,330.15,23,False
2833,318,1,333,50,0,22,0,28,321.69,3,False
2834,319,1,333,21,0,21,0,0,263.01,0,True
2835,320,1,333,48,0,9,0,39,242.63,29,False
2836,321,1,333,38,0,33,0,5,284.85,27,False
2837,322,1,333,47,21,18,0,50,302.81,18,False
2838,323,1,333,25,0,1,0,24,332.23,13,False
2839,324,1,333,35,0,22,0,13,309.31,24,False
2840,325,1,333,64,0,64,0,0,318.88,0,True
2841,326,1,333,84,17,50,0,51,307.45,11,False
2842,327,1,333,18,0,0,0,18,261.92,25,False
2843,328,1,333,39,0,20,0,19,262.81,27,False
2844,329,1,333,72,13,56,1,30,255.37,12,False
2845,330,1,333,9,0,0,0,9,258.47,20,False
2846,331,1,333,78,0,56,0,22,336.87,4,False
2847,332,1,333,24,28,11,0,41,279.54,8,False
2848,333,1,333,50,1,28,0,23,333.08,13,False
2849,334,1,333,11,0,0,0,11,321.94,10,False
2850,335,1,333,5,0,2,0,3,304.45,8,False
2851,336,1,333,87,0,78,0,9,275.03,22,False
2852,337,1,333,100,0,89,0,11,278.05,7,False
2853,338,1,333,56,0,52,2,6,272.22,21,False
2854,339,1,333,43,0,35,4,12,269.09,1,False
2855,340,1,333,31,9,11,0,29,314.14,2,False
2856,341,1,333,98,0,11,0,87,264.89,2,False
2857,342,1,333,98,8,87,0,19,270.39,15,False
2858,343,1,333,13,0,10,0,3,287.74,20,False
2859,344,1,333,6,0,4,0,2,260.4,3,False
2860,345,1,333,83,0,33,0,50,307.79,20,False
2861,346,1,333,41,0,11,0,30,327.52,30,False
2862,347,1,333,58,46,8,0,96,328.78,22,False
2863,348,1,333,68,0,11,-5,52,309.8,24,False
2864,349,1,333,81,0,46,0,35,307.04,9,False
2865,350,1,333,18,0,16,0,2,309.91,6,False
2866,351,1,333,61,0,42,-4,15,274.9,1,False
2867,352,1,333,35,32,21,0,46,308.38,7,False
2868,353,1,333,71,0,45,0,26,331.04,17,False
2869,354,1,333,82,0,60,0,22,295.49,29,False
2870,355,1,333,32,0,28,0,4,291.34,2,False
2871,356,1,333,47,18,28,0,37,303.48,10,False
2872,357,1,333,86,0,31,0,55,253.16,19,False
2873,358,1,333,20,0,4,0,16,311.18,20,False
2874,359,1,333,38,24,11,0,51,287.64,13,False
2875,360,1,333,87,0,17,0,70,302.78,11,False
2876,361,1,333,50,0,7,0,43,268.46,4,False
2877,362,1,333,9,0,1,0,8,292.46,24,False
2878,363,1,333,17,0,14,0,3,249.53,15,False
2879,364,1,333,6,0,6,0,0,318.59,0,True
2880,365,1,333,80,0,43,5,42,331.59,1,False
2881,276,1,775,50,0,33,0,17,132.63,5,False
2882,277,1,775,27,0,4,0,23,118.68,4,False
2883,278,1,775,47,34,3,0,78,111.55,10,False
2884,279,1,775,40,0,16,0,24,129.78,15,False
2885,280,1,775,85,0,12,0,73,142.61,29,False
2886,281,1,775,45,0,41,-2,2,151.13,24,False
2887,282,1,775,22,33,11,0,44,152.57,12,False
2888,283,1,775,23,10,23,0,10,124.18,3,False
2889,284,1,775,88,0,66,0,22,117.52,18,False
2890,285,1,775,26,49,22,0,53,129.63,20,False
2891,286,1,775,47,0,10,0,37,133.07,23,False
2892,287,1,775,47,0,1,0,46,111.76,23,False
2893,288,1,775,58,0,47,0,11,154.03,1,False
2894,289,1,775,97,0,62,0,35,142.22,15,False
2895,290,1,775,31,0,15,0,16,139.14,24,False
2896,291,1,775,6,39,5,0,40,136.4,9,False
2897,292,1,775,10,43,7,0,46,152.42,10,False
2898,293,1,775,87,0,2,0,85,129.26,14,False
2899,294,1,775,50,0,26,0,24,140.43,21,False
2900,295,1,775,65,0,46,0,19,129.97,20,False
2901,296,1,775,17,0,9,0,8,140.62,30,False
2902,297,1,775,38,30,16,0,52,140.05,6,False
2903,298,1,775,45,40,5,0,80,119.5,25,False
2904,299,1,775,70,0,22,0,48,143.58,12,False
2905,300,1,775,99,0,68,0,31,129.31,27,False
2906,301,1,775,67,26,48,0,45,115.42,6,False
2907,302,1,775,23,8,4,0,27,144.51,21,False
2908,303,1,775,14,29,1,0,42,127.36,19,False
2909,304,1,775,57,0,14,0,43,146.34,23,False
2910,305,1,775,61,0,53,0,8,126.66,5,False
2911,306,1,775,93,21,38,0,76,122.65,20,False
2912,307,1,775,5,0,2,0,3,148.0,14,False
2913,308,1,775,75,0,39,0,36,112.47,26,False
2914,309,1,775,15,0,9,0,6,132.42,11,False
2915,310,1,775,30,0,11,0,19,130.74,10,False
2916,311,1,775,40,0,6,0,34,121.72,24,False
2917,312,1,775,55,0,36,0,19,136.99,14,False
2918,313,1,775,20,0,15,0,5,153.26,30,False
2919,314,1,775,10,0,9,0,1,138.55,5,False
2920,315,1,775,100,21,99,-1,21,154.27,7,False
2921,316,1,775,84,20,76,0,28,122.35,1,False
2922,317,1,775,12,0,2,0,10,127.88,8,False
2923,318,1,775,48,0,32,0,16,140.52,21,False
2924,319,1,775,42,0,28,0,14,114.29,10,False
2925,320,1,775,8,35,6,0,37,140.59,9,False
2926,321,1,775,85,0,51,0,34,128.2,13,False
2927,322,1,775,60,50,17,0,93,138.14,7,False
2928,323,1,775,60,0,57,0,3,142.87,13,False
2929,324,1,775,20,16,1,0,35,145.72,9,False
2930,325,1,775,26,29,21,0,34,152.42,15,False
2931,326,1,775,12,0,8,0,4,150.98,11,False
2932,327,1,775,33,0,13,0,20,143.12,3,False
2933,328,1,775,61,0,57,0,4,121.41,26,False
2934,329,1,775,61,37,56,5,47,133.4,4,False
2935,330,1,775,23,0,16,0,7,121.38,8,False
2936,331,1,775,99,0,14,0,85,136.65,14,False
2937,332,1,775,87,14,21,0,80,125.52,13,False
2938,333,1,775,38,0,9,0,29,110.41,18,False
2939,334,1,775,85,0,62,0,23,120.16,2,False
2940,335,1,775,13,37,9,0,41,137.28,21,False
2941,336,1,775,31,0,10,0,21,116.55,17,False
2942,337,1,775,92,48,20,0,120,127.55,4,False
2943,338,1,775,47,17,28,0,36,115.82,20,False
2944,339,1,775,85,19,35,0,69,121.24,5,False
2945,340,1,775,47,0,1,0,46,125.67,13,False
2946,341,1,775,35,0,19,0,16,111.17,25,False
2947,342,1,775,88,0,81,0,7,150.5,24,False
2948,343,1,775,79,19,27,0,71,147.46,28,False
2949,344,1,775,60,0,51,0,9,120.45,1,False
2950,345,1,775,96,0,14,0,82,133.65,12,False
2951,346,1,775,95,0,22,0,73,132.91,4,False
2952,347,1,775,86,0,6,0,80,130.13,4,False
2953,348,1,775,75,0,49,0,26,135.36,1,False
2954,349,1,775,21,3,7,0,17,131.63,23,False
2955,350,1,775,82,30,64,0,48,122.65,21,False
2956,351,1,775,99,0,18,0,81,135.62,4,False
2957,352,1,775,71,0,16,0,55,119.63,14,False
2958,353,1,775,70,3,60,0,13,141.24,3,False
2959,354,1,775,77,45,48,0,74,140.05,5,False
2960,355,1,775,29,37,25,0,41,123.46,16,False
2961,356,1,775,9,0,5,0,4,140.42,16,False
2962,357,1,775,42,0,26,0,16,134.95,2,False
2963,358,1,775,15,0,12,0,3,131.08,21,False
2964,359,1,775,33,0,20,0,13,119.71,1,False
2965,360,1,775,52,0,16,0,36,125.32,12,False
2966,361,1,775,40,5,39,0,6,127.41,17,False
2967,362,1,775,71,0,7,0,64,117.51,25,False
2968,363,1,775,59,0,13,0,46,152.93,2,False
2969,364,1,775,28,0,14,0,14,125.84,29,False
2970,365,1,775,78,0,12,0,66,120.44,8,False
2971,276,1,73,18,0,11,0,7,250.16,26,False
2972,277,1,73,41,50,28,-1,62,231.12,20,False
2973,278,1,73,30,0,18,0,12,204.94,29,False
2974,279,1,73,55,0,49,0,6,207.65,7,False
2975,280,1,73,37,30,36,0,31,185.31,2,False
2976,281,1,73,55,0,39,0,16,246.88,4,False
2977,282,1,73,89,0,38,0,51,234.58,18,False
2978,283,1,73,37,0,13,0,24,234.01,13,False
2979,284,1,73,11,0,2,0,9,201.1,27,False
2980,285,1,73,39,0,34,0,5,220.38,5,False
2981,286,1,73,11,0,7,0,4,190.09,19,False
2982,287,1,73,48,0,19,4,33,223.62,7,False
2983,288,1,73,89,0,14,0,75,221.53,24,False
2984,289,1,73,26,47,25,0,48,202.23,22,False
2985,290,1,73,81,36,52,0,65,209.85,24,False
2986,291,1,73,10,45,6,0,49,226.23,27,False
2987,292,1,73,11,18,11,0,18,205.66,9,False
2988,293,1,73,96,47,30,0,113,251.86,27,False
2989,294,1,73,64,0,63,0,1,204.48,28,False
2990,295,1,73,80,0,54,0,26,183.66,15,False
2991,296,1,73,32,0,0,0,32,240.73,25,False
2992,297,1,73,68,38,66,0,40,225.07,17,False
2993,298,1,73,87,0,8,0,79,183.47,5,False
2994,299,1,73,56,0,43,0,13,229.41,27,False
2995,300,1,73,70,0,63,0,7,196.3,2,False
2996,301,1,73,88,0,6,-3,79,245.06,6,False
2997,302,1,73,56,25,26,1,56,202.66,5,False
2998,303,1,73,81,0,26,0,55,214.33,21,False
2999,304,1,73,83,0,35,0,48,214.92,30,False
3000,305,1,73,56,0,50,0,6,208.42,28,False
3001,306,1,73,29,37,2,0,64,204.48,16,False
3002,307,1,73,52,0,28,0,24,199.41,2,False
3003,308,1,73,28,0,25,0,3,250.35,20,False
3004,309,1,73,53,0,36,0,17,196.98,9,False
3005,310,1,73,28,25,26,0,27,229.79,9,False
3006,311,1,73,48,0,47,0,1,187.51,29,False
3007,312,1,73,27,0,0,-4,23,246.23,29,False
3008,313,1,73,99,0,29,3,73,200.53,29,False
3009,314,1,73,47,29,42,0,34,205.26,21,False
3010,315,1,73,18,31,8,0,41,196.51,16,False
3011,316,1,73,84,0,77,0,7,221.56,23,False
3012,317,1,73,83,42,67,0,58,202.36,20,False
3013,318,1,73,93,0,4,-5,84,238.07,13,False
3014,319,1,73,87,44,56,0,75,206.69,22,False
3015,320,1,73,6,21,1,0,26,222.88,23,False
3016,321,1,73,79,0,48,0,31,221.27,6,False
3017,322,1,73,36,36,0,-5,67,245.02,2,False
3018,323,1,73,12,0,2,0,10,238.97,18,False
3019,324,1,73,91,0,86,0,5,235.81,2,False
3020,325,1,73,70,0,45,0,25,231.12,11,False
3021,326,1,73,39,47,11,0,75,240.98,29,False
3022,327,1,73,25,0,6,0,19,202.12,7,False
3023,328,1,73,25,0,10,0,15,207.9,12,False
3024,329,1,73,41,7,36,0,12,242.97,11,False
3025,330,1,73,72,48,65,0,55,182.4,2,False
3026,331,1,73,81,0,0,0,81,191.01,23,False
3027,332,1,73,5,26,3,0,28,191.43,21,False
3028,333,1,73,45,29,24,0,50,227.49,3,False
3029,334,1,73,45,0,8,0,37,186.92,23,False
3030,335,1,73,39,50,30,0,59,247.09,13,False
3031,336,1,73,19,0,19,0,0,197.05,0,True
3032,337,1,73,86,0,65,0,21,194.37,13,False
3033,338,1,73,74,0,39,0,35,200.15,28,False
3034,339,1,73,71,0,55,0,16,186.39,23,False
3035,340,1,73,56,0,9,0,47,233.27,16,False
3036,341,1,73,37,0,25,0,12,234.13,16,False
3037,342,1,73,9,0,8,0,1,238.99,22,False
3038,343,1,73,18,0,14,0,4,210.83,9,False
3039,344,1,73,31,0,9,0,22,215.36,22,False
3040,345,1,73,43,0,25,0,18,254.2,21,False
3041,346,1,73,37,0,15,0,22,186.06,21,False
3042,347,1,73,91,0,90,0,1,218.54,5,False
3043,348,1,73,65,18,2,0,81,192.17,9,False
3044,349,1,73,57,46,52,0,51,227.77,1,False
3045,350,1,73,76,0,74,0,2,187.99,10,False
3046,351,1,73,20,0,1,0,19,195.89,24,False
3047,352,1,73,95,0,14,0,81,245.9,22,False
3048,353,1,73,27,0,11,0,16,249.34,7,False
3049,354,1,73,27,0,7,0,20,201.71,21,False
3050,355,1,73,20,11,15,0,16,213.13,11,False
3051,356,1,73,40,0,18,0,22,219.21,12,False
3052,357,1,73,11,47,11,0,47,248.5,29,False
3053,358,1,73,87,41,37,0,91,249.95,19,False
3054,359,1,73,14,40,11,0,43,244.42,1,False
3055,360,1,73,39,0,38,0,1,214.51,24,False
3056,361,1,73,75,0,70,0,5,193.21,13,False
3057,362,1,73,18,0,11,0,7,243.51,30,False
3058,363,1,73,94,0,78,0,16,216.41,27,False
3059,364,1,73,13,0,1,0,12,239.06,15,False
3060,365,1,73,64,0,39,0,25,227.98,14,False
3061,276,1,328,70,0,69,0,1,236.39,7,False
3062,277,1,328,94,36,54,0,76,212.88,12,False
3063,278,1,328,96,47,44,0,99,220.63,16,False
3064,279,1,328,61,0,58,0,3,221.35,14,False
3065,280,1,328,8,0,8,0,0,249.01,0,True
3066,281,1,328,51,0,43,0,8,202.55,11,False
3067,282,1,328,95,0,34,0,61,245.85,3,False
3068,283,1,328,50,0,30,0,20,200.32,23,False
3069,284,1,328,87,0,69,0,18,234.63,26,False
3070,285,1,328,93,15,90,0,18,232.28,28,False
3071,286,1,328,41,0,40,0,1,216.21,30,False
3072,287,1,328,51,0,35,0,16,196.98,25,False
3073,288,1,328,19,0,6,-1,12,227.95,23,False
3074,289,1,328,83,47,66,0,64,190.55,11,False
3075,290,1,328,81,26,81,0,26,209.39,14,False
3076,291,1,328,45,0,9,0,36,211.28,24,False
3077,292,1,328,15,0,10,0,5,237.72,12,False
3078,293,1,328,60,0,7,0,53,202.25,20,False
3079,294,1,328,12,0,5,0,7,190.64,13,False
3080,295,1,328,18,40,4,0,54,228.18,10,False
3081,296,1,328,46,0,28,0,18,251.26,18,False
3082,297,1,328,68,0,34,0,34,207.53,2,False
3083,298,1,328,31,6,31,0,6,198.9,8,False
3084,299,1,328,74,0,35,0,39,249.04,8,False
3085,300,1,328,29,0,19,0,10,215.18,30,False
3086,301,1,328,82,0,4,0,78,190.68,20,False
3087,302,1,328,44,0,23,0,21,237.49,14,False
3088,303,1,328,94,0,49,0,45,240.09,15,False
3089,304,1,328,35,0,30,0,5,181.87,29,False
3090,305,1,328,21,0,11,0,10,189.22,28,False
3091,306,1,328,69,21,3,0,87,222.44,29,False
3092,307,1,328,12,0,0,0,12,221.23,14,False
3093,308,1,328,5,2,4,0,3,232.83,27,False
3094,309,1,328,100,0,12,0,88,182.78,3,False
3095,310,1,328,51,0,36,0,15,183.94,6,False
3096,311,1,328,95,0,1,0,94,231.35,18,False
3097,312,1,328,52,0,51,0,1,212.92,11,False
3098,313,1,328,97,0,88,0,9,204.69,17,False
3099,314,1,328,42,0,38,0,4,213.68,10,False
3100,315,1,328,94,0,77,0,17,218.45,22,False
3101,316,1,328,61,0,15,0,46,247.9,18,False
3102,317,1,328,39,0,11,0,28,196.11,24,False
3103,318,1,328,73,0,14,0,59,190.13,24,False
3104,319,1,328,71,0,33,2,40,226.6,27,False
3105,320,1,328,100,0,82,0,18,183.47,7,False
3106,321,1,328,57,0,40,0,17,199.32,21,False
3107,322,1,328,57,0,36,3,24,206.6,22,False
3108,323,1,328,8,0,5,0,3,199.2,28,False
3109,324,1,328,11,0,4,0,7,196.55,1,False
3110,325,1,328,88,0,15,0,73,237.29,17,False
3111,326,1,328,78,13,11,0,80,237.64,23,False
3112,327,1,328,46,0,21,0,25,186.55,16,False
3113,328,1,328,73,1,54,0,20,245.48,8,False
3114,329,1,328,65,0,56,0,9,247.04,14,False
3115,330,1,328,92,0,83,0,9,214.67,4,False
3116,331,1,328,40,0,15,-3,22,208.3,8,False
3117,332,1,328,21,0,14,0,7,180.83,6,False
3118,333,1,328,70,37,58,5,54,194.34,21,False
3119,334,1,328,9,0,1,0,8,226.98,7,False
3120,335,1,328,36,0,24,0,12,249.79,13,False
3121,336,1,328,29,25,12,0,42,242.22,19,False
3122,337,1,328,70,0,6,0,64,188.52,20,False
3123,338,1,328,17,0,13,0,4,241.55,6,False
3124,339,1,328,36,0,28,0,8,202.68,12,False
3125,340,1,328,89,0,4,0,85,211.03,30,False
3126,341,1,328,61,0,3,0,58,224.31,30,False
3127,342,1,328,39,0,32,-2,5,247.62,28,False
3128,343,1,328,80,0,62,0,18,218.38,6,False
3129,344,1,328,55,15,15,0,55,241.99,25,False
3130,345,1,328,24,0,19,0,5,215.17,5,False
3131,346,1,328,95,0,95,0,0,243.71,0,True
3132,347,1,328,67,0,49,0,18,240.97,23,False
3133,348,1,328,85,30,20,0,95,229.26,9,False
3134,349,1,328,44,0,42,0,2,201.67,27,False
3135,350,1,328,48,0,37,0,11,193.32,15,False
3136,351,1,328,49,0,37,0,12,207.22,20,False
3137,352,1,328,85,0,21,0,64,247.96,28,False
3138,353,1,328,6,0,2,0,4,197.38,27,False
3139,354,1,328,14,0,11,0,3,238.33,19,False
3140,355,1,328,100,18,23,5,100,251.68,5,False
3141,356,1,328,85,0,76,0,9,230.83,18,False
3142,357,1,328,83,0,53,0,30,208.66,29,False
3143,358,1,328,52,0,31,0,21,219.86,1,False
3144,359,1,328,10,32,1,0,41,243.15,17,False
3145,360,1,328,32,0,26,0,6,242.99,29,False
3146,361,1,328,44,16,43,0,17,225.3,8,False
3147,362,1,328,98,23,26,0,95,240.15,24,False
3148,363,1,328,21,0,4,0,17,250.48,7,False
3149,364,1,328,19,0,5,0,14,218.66,30,False
3150,365,1,328,16,12,16,0,12,227.96,22,False
3151,276,1,223,5,0,2,0,3,152.71,27,False
3152,277,1,223,39,0,19,0,20,173.58,23,False
3153,278,1,223,79,32,18,0,93,176.18,3,False
3154,279,1,223,100,0,6,-5,89,181.09,6,False
3155,280,1,223,22,0,12,0,10,149.95,23,False
3156,281,1,223,97,0,47,0,50,156.56,13,False
3157,282,1,223,78,0,71,0,7,180.74,27,False
3158,283,1,223,78,12,13,0,77,165.03,13,False
3159,284,1,223,15,0,2,0,13,187.48,29,False
3160,285,1,223,62,0,3,0,59,179.38,26,False
3161,286,1,223,13,0,2,0,11,174.24,23,False
3162,287,1,223,65,0,8,4,61,158.08,28,False
3163,288,1,223,84,38,35,0,87,169.62,20,False
3164,289,1,223,16,0,4,0,12,170.52,26,False
3165,290,1,223,11,4,8,0,7,139.42,13,False
3166,291,1,223,50,30,12,0,68,148.93,1,False
3167,292,1,223,70,0,56,0,14,171.18,9,False
3168,293,1,223,78,0,29,0,49,167.4,29,False
3169,294,1,223,27,24,20,5,36,152.18,17,False
3170,295,1,223,69,0,34,0,35,134.55,27,False
